ROW TYPE,ATTRIBUTE_NAME,Realisation,Initialisation,Parameters,ent_fac_dp,ent_fac_md,amdet_fac,r_det,cca_md_knob,cca_dp_knob,cca_sh_knob,mparwtr,qlmin,gwd_frc,fbcd,gwd_fsat,gsharp,nsigma,g0_rp,ricrit_rp,orog_drag_param,a_ent_1_rp,g1_rp,zhloc_depth_fac,par_mezcla,lambda_min_rp,dec_thres_cloud,dec_thres_cu,forced_cu_fac,dbsdtbs_turb_0,two_d_fsd_factor,dp_corr_strat,ice_width,c_r_correl,m_ci,ai,x1r,ar,mp_dz_scal,ps_anth_so2_emiss,ps_dry_depvel_so2,ps_sigma_updraught,biom_aer_ems_scaling,ps_natl_ss_emiss,ps_acc_cor_scav,param_cloud_hplus,ps_natl_dms_emiss,u10_max_coare,r0,rho_snow_fresh,tupp_io,f0_io,dz0v_dh_io,nl0_io,rootd_ft_io,psm
Experiment,,1,1,2716,0.346961057,0.886766515,9.497997811,0.505644792,0.256875628,0.256875628,0.119328026,0.001199622,0.000473017,7.735723417,0.57167808,0.939927667,0.56322262,4.31745078,16.39613811,0.609899718,0.23228058,0.401757153,1.484754694,0.912740241,0.085170403,22.71210737,0.053162493,0.026581247,0.611947145,0.000750171,1.493236353,19632.82027,0.186893971,0.353160684,0.669740558,0.034010192,0.275703493,0.324854815,1.76958747,1.074334007,0.967934441,0.668210218,2.156881012,0.65042211,1.263410513,5.422782278,0.568431004,15.998469,53.16708294,124.5274888,38.62987626,0.752241233,0.074292176,0.090268263,3.815103356,1.398156123
Experiment,,1,1,2717,0.45083009,0.124657909,13.6912086,0.33139127,0.034109505,0.034109505,0.115006188,0.001330422,0.000187001,3.646062955,3.735521687,1.639698027,1.072884551,4.184706441,21.93945159,0.455799907,0.911273866,0.245415578,0.906970616,0.318904422,0.309274741,82.47326425,0.084496487,0.042248243,0.588748693,0.000340196,1.89199293,14813.90496,0.896550052,0.19800408,0.816813106,0.011026051,0.312149883,0.977908016,2.571969832,1.099977556,0.603995454,1.534684866,0.538274373,0.791224675,1.859296337,5.594267214,1.146288661,23.56758454,60.79070324,87.18740951,34.94670547,0.887173621,0.035291399,0.054607663,5.63543138,0.964375952
Experiment,,1,1,2718,2.137636697,1.205140748,1.010961903,0.841312938,0.378378111,0.378378111,0.144750651,0.001060037,0.000231052,5.999638223,0.623214012,0.662346279,1.518947887,1.734530616,9.452011092,1.057975906,0.523745143,0.422988177,1.563217174,0.579659401,0.306347107,81.69256179,0.014547037,0.007273519,0.101469601,0.000563099,1.867039093,17073.90874,0.953816038,0.954303167,0.686604096,0.024868197,0.256715612,0.156674317,1.314629844,1.400617768,1.292046069,1.17081434,2.057906051,1.071217544,1.500517067,5.309273825,1.345869247,16.14830456,59.7864182,109.8834137,33.6570761,0.732481046,0.062364788,0.054288882,4.757760682,1.673576213
Experiment,,1,1,2719,0.703120205,1.093041956,2.830798806,0.724409142,0.018902364,0.018902364,0.166735308,0.00157655,0.000492155,4.671574752,9.595500502,1.088729141,1.305179488,5.046923398,35.11166371,0.284805644,0.304701269,0.194657706,0.719387174,0.209118413,0.159889922,42.63731246,0.362605795,0.181302897,0.706409314,0.000227303,1.178828061,4372.235941,0.794955895,0.52706578,1.443869438,0.027157884,0.285703676,0.597473555,2.818596947,1.359001038,0.849771486,1.011929171,1.018109591,2.45062594,0.845601005,6.512622503,1.771373273,17.06253516,67.29104624,88.77453927,31.82676301,0.894275772,0.061972895,0.093691852,6.05120583,1.745613766
Experiment,,1,1,2720,0.572689264,1.33416264,9.888488613,0.872497669,0.377129141,0.377129141,0.288229682,0.001101615,0.000113415,3.896395658,2.2048273,0.906718402,0.927556935,2.073135583,25.63987627,0.390017483,0.71386768,0.083095749,0.307092985,0.951727662,0.358624164,95.6331103,0.129715846,0.064857923,0.73053289,0.000473379,1.69039968,7267.122704,0.358332533,0.666018702,1.231797383,0.023472657,0.379432906,0.72758117,1.741218327,1.085854519,1.795334713,0.134510718,2.727374187,2.581007661,1.697477584,5.259961651,1.66557396,22.23888274,52.15442522,105.6489616,38.93700178,0.82014066,0.070014494,0.084940323,5.422358128,1.30951376
Experiment,,1,1,2721,2.322283392,1.956112722,3.648938992,0.54481456,0.111876379,0.111876379,0.424624982,0.001498727,5.77E-05,5.461689208,4.13844233,1.142585401,0.711637041,3.437070786,16.84492779,0.593650512,0.441041251,0.137235174,0.507173468,0.772342516,0.187610591,50.0294909,0.090430839,0.04521542,0.621551444,0.000171139,1.33586926,28021.42468,0.410229291,0.79286405,1.389747444,0.037819736,0.183024375,0.122284314,1.473754553,0.764189119,1.331002176,1.210738446,1.689372808,1.316592405,1.450641289,6.214799402,1.656955856,21.10254993,58.6328417,94.44475821,35.62684002,0.845024906,0.120075009,0.027577152,1.368545641,0.861434859
Experiment,,1,1,2722,1.014774594,0.830687975,5.448120294,0.754077485,0.292982325,0.292982325,0.212049881,0.001412125,0.00012371,2.462785014,0.544238013,0.598221679,1.03315236,2.564792177,22.14530514,0.451562981,0.384538711,0.339459279,1.254523421,0.171337454,0.127670776,34.04554033,0.105008989,0.052504494,0.299152881,9.34E-05,1.372160456,3792.017848,0.03158698,0.475241903,1.109388288,0.006226434,0.206027059,0.909179375,1.03456757,1.329274757,1.186754451,0.643206869,3.621409375,1.175391069,0.88137158,5.988039224,1.127169386,20.9452312,72.77980733,88.7479735,28.74304027,0.693006888,0.077102773,0.062995448,2.31478285,1.284592455
Experiment,,1,1,2723,2.194086308,2.005267527,2.195344375,0.860692151,0.277882285,0.277882285,0.46221299,0.00149273,0.000168318,4.028043615,3.421559223,0.192101849,0.1962757,1.563876602,47.86634833,0.208915038,0.282123591,0.367225453,1.357137544,0.474206971,0.270030975,72.00825994,0.077643614,0.038821807,0.665874803,0.000249383,1.556229392,11408.18636,0.705574808,0.172139369,2.171771825,0.041654317,0.22630038,0.097520971,1.535007002,0.88071467,1.820473931,1.024181849,3.058626389,2.833320112,1.923842604,5.241548019,1.327588685,16.51806039,50.67727563,91.5520472,29.4804962,0.808919382,0.117019617,0.022784273,3.146107982,1.618639703
Experiment,,1,1,2724,0.982299365,1.176158809,10.4256234,0.512439892,0.064349164,0.064349164,0.274776136,0.001230871,0.000462589,7.008320696,8.448556964,1.074334162,0.754701796,2.419970602,26.38438753,0.37901202,0.235143025,0.308931385,1.141702943,0.07260648,0.412717511,110.0580028,0.174690969,0.087345484,0.431446791,0.000362696,1.340669721,24878.89507,0.386107815,0.160988279,1.568415465,0.030543966,0.264622326,0.974205045,1.51759478,0.99644301,0.464615375,0.880487622,3.139927118,1.672297042,0.998913537,6.577956987,1.301782234,18.99597663,46.74748169,92.3310866,29.28933141,0.762104276,0.095475785,0.098304584,3.704098403,1.682851456
Experiment,,1,1,2725,0.711467775,2.697082556,2.44790937,0.374256577,0.183002833,0.183002833,0.393802182,0.001330205,0.000499094,1.596967669,5.822710985,1.023961939,0.792725242,4.631496417,11.1099162,0.900096798,0.559672614,0.359334742,1.32797622,0.400757918,0.061254591,16.33455765,0.174751522,0.087375761,0.609393409,0.000278481,1.660739005,3861.631065,0.181078402,0.764525405,1.257750131,0.007655195,0.178672659,0.035837456,1.239583916,0.993449035,1.167922299,1.306476575,2.257136101,1.445168342,1.967760237,6.667863842,1.834221776,18.32322612,41.51072128,116.8192695,32.52294,0.872642922,0.11550876,0.041831441,2.124912366,1.169728533
Experiment,,1,1,2726,1.631411421,1.226218355,5.334053338,0.868745373,0.132649142,0.132649142,0.166878439,0.001190439,0.000438445,3.354857939,2.738036516,0.818973437,1.073984845,2.18390128,39.90609088,0.250588313,0.780711536,0.31928698,1.179973621,0.911284578,0.425888027,113.5701405,0.036289678,0.018144839,0.266097264,0.000194279,1.363336076,24666.9107,0.303266109,0.677076949,0.927123612,0.023023952,0.206867146,0.348863315,1.281672355,0.695194482,0.878386117,1.259749507,2.60991249,1.547926235,1.569336175,6.792962235,1.205015205,20.92527049,60.96525135,122.0308262,37.02791333,0.827190895,0.10048342,0.053066169,3.192924591,1.153969043
Experiment,,1,1,2727,1.452470308,0.12275365,5.15225351,0.614997345,0.154578799,0.154578799,0.187961602,0.001253768,0.000365648,3.110353732,0.881407725,0.417952693,1.043926553,4.724637845,8.115719418,1.232176654,0.705989328,0.157367647,0.581576088,0.344134282,0.339101478,90.42706076,0.209786427,0.104893214,0.600809994,0.000565137,1.500814492,10148.40856,0.514705285,0.417587987,1.854775271,0.013591265,0.261528715,0.574924222,2.228032689,0.710522129,1.978813176,0.896476787,1.720964974,0.587039784,1.866130661,6.357593408,1.037297275,16.52757723,42.1579187,120.5080624,38.2571373,0.952745928,0.074094215,0.051013749,0.804382543,1.879020233
Experiment,,1,1,2728,0.559937264,1.547257342,9.220406116,0.487003406,0.203056357,0.203056357,0.386602719,0.001464047,0.000470252,2.542865552,9.089050073,0.375111341,0.717836678,3.533814491,4.635991942,2.157035673,0.200934428,0.403770607,1.492195721,0.76364571,0.034580363,9.221430183,0.123735658,0.061867829,0.5142354,0.000536781,1.105284404,23718.92164,0.136014826,0.438984474,0.741843486,0.036568723,0.489271364,0.207181767,1.622167671,1.046127712,1.597201342,0.531605148,2.424056273,2.842206018,1.139437966,6.022664971,1.440512272,20.98696548,44.72412091,94.4327894,35.35533635,0.739707197,0.147416616,0.031641625,6.139793851,1.13972946
Experiment,,1,1,2729,0.438439544,2.307194938,9.561504196,0.741944765,0.302897515,0.302897515,0.238981678,0.001424621,0.000110176,4.82859007,4.669216248,0.319073225,1.335779147,2.555846145,15.1672873,0.65931368,0.272668306,0.406121785,1.500884856,0.110615985,0.189437895,50.51677206,0.212702118,0.106351059,0.363557643,0.000299959,1.01639799,14420.21489,0.08842405,0.563946251,1.572976535,0.008372096,0.286296899,0.902492806,0.3317646,1.079378275,1.981439517,0.654906963,2.985062454,0.291871833,1.396067188,5.923469626,1.036139109,21.02408557,59.27456064,121.3127904,39.41629548,0.795588645,0.086171152,0.019651366,1.877084859,0.765130932
Experiment,,1,1,2730,0.861617699,0.494887163,0.066457231,0.815913796,0.429823668,0.429823668,0.067587539,0.001501402,5.33E-05,7.637401571,6.907633257,0.947738167,1.215987533,3.521865403,30.85465496,0.324100205,0.628044234,0.220544905,0.815057256,0.512984268,0.238666169,63.64431168,0.175432372,0.087716186,0.69998813,0.000617797,1.405695212,28321.50359,0.421641141,0.489232239,0.537675222,0.017514268,0.162519155,0.984367723,1.178160685,1.077199137,2.356739112,1.433118359,1.674760471,1.367265195,1.564135188,5.280424198,1.629468333,20.10398386,48.35251457,99.74869336,32.81851535,0.712212938,0.04210258,0.016541679,2.897060337,1.255803123
Experiment,,1,1,2731,1.481889638,1.804750471,4.285774654,0.82924837,0.299214262,0.299214262,0.195379591,0.001768333,0.000180808,3.199382828,3.6944013,0.365311437,0.390422292,5.269032643,39.00095565,0.256403974,0.495649577,0.435213728,1.60839856,0.280570079,0.107455525,28.65480676,0.182845999,0.091423,0.50172109,0.000236622,1.552511806,17033.90358,0.494647031,0.778581632,1.441420271,0.012815352,0.228468704,0.15451037,0.730755434,0.737535838,1.358478481,1.136920345,2.158014969,0.698380465,1.353924955,5.080563737,0.754557558,18.43597798,57.88399555,100.0327419,40.97017901,0.945496697,0.067857572,0.091285259,1.207845671,1.159624988
Experiment,,1,1,2732,0.3722837,1.185824779,4.155284355,0.544506094,0.140748727,0.140748727,0.206431535,0.001391746,0.000200426,6.30083865,6.935764639,0.601130613,1.575231936,3.832923904,12.52682118,0.79828712,0.372018401,0.382016995,1.41180194,0.793882196,0.409020844,109.072225,0.235372664,0.117686332,0.337465562,0.000709296,1.691882993,17968.9889,0.937803533,0.627367868,0.52737558,0.022918538,0.195937628,0.772325158,1.806649431,1.060377446,0.532436559,1.038756398,0.84657636,2.051914523,0.752925689,6.492272474,1.708589789,17.11593725,55.84135208,113.8082696,31.93700001,0.727032518,0.048220851,0.048279999,3.200771831,1.68150971
Experiment,,1,1,2733,2.343078146,0.561175994,0.485332544,0.384630359,0.174080138,0.174080138,0.356628875,0.001560602,0.000164521,6.749230699,4.947897418,0.278026769,0.520226843,3.239201241,17.94418166,0.557283703,0.544008253,0.28851651,1.066256668,0.983358133,0.274350163,73.16004342,0.070680678,0.035340339,0.568305713,0.00061146,1.098294065,17405.59071,0.711276999,0.912421476,0.736123342,0.007428888,0.215327637,0.711759781,1.165982982,1.133389374,1.705892514,1.120156609,2.523135686,0.885372746,1.241247727,5.299317881,1.233969582,19.4019261,67.04142494,110.7350436,28.50986646,0.953177104,0.019422938,0.040962561,0.912445578,1.635940004
Experiment,,1,1,2734,1.511107688,1.199909349,4.753354274,0.852780203,0.400174941,0.400174941,0.022989769,0.001499775,0.000394605,2.478192291,1.206447525,0.624608236,1.458531993,3.77476953,29.9144502,0.334286605,0.695609389,0.169403147,0.626055108,0.516542992,0.157265785,41.93754271,0.105911164,0.052955582,0.729043888,0.000108283,1.064282979,4669.165559,0.528290355,0.728336252,1.502900426,0.028466364,0.16996413,0.217456302,2.567042391,1.433709489,0.983014687,0.766128369,1.905268364,1.258327774,1.579761565,6.404789438,1.626444848,17.27103611,52.74551462,99.4311654,36.09425831,0.871055094,0.110074331,0.051917484,2.21969027,1.270532363
Experiment,,1,1,2735,2.314013321,0.786170374,5.196449745,0.921025725,0.311033093,0.311033093,0.389084627,0.00157771,0.000220267,1.715994228,0.771034742,0.877547841,1.114722206,1.238519042,19.96145999,0.500965361,0.309475884,0.461298905,1.704800301,0.05916001,0.053261995,14.20319862,0.28272027,0.141360135,0.643408014,0.000465183,1.700102243,18369.5026,0.552257435,0.854668286,1.99544301,0.014060538,0.219659952,0.139079618,1.779689336,1.060614302,0.682499755,1.003766553,0.597731453,3.00604573,1.077384258,5.764926666,1.275703307,18.08966846,50.04539382,116.8633825,36.48677575,0.946306745,0.071041261,0.057245443,2.658770669,1.379611378
Experiment,,1,1,2736,0.112904441,0.576292837,6.868611816,0.486871108,0.174554043,0.174554043,0.337811759,0.001722463,0.000354047,4.626700263,1.830341884,0.385623711,1.714823231,4.975745952,33.44303239,0.299015947,0.183824709,0.375451906,1.387539652,0.707682381,0.081233111,21.66216285,0.060075653,0.030037826,0.192796876,0.000264218,1.756379055,6258.938776,0.427785989,0.798620173,0.69107532,0.026260035,0.185119873,0.274689722,1.773496201,1.138413251,2.281735315,0.614542855,2.909115922,4.66475864,1.702514147,6.176834572,1.647997017,20.18095334,59.3256326,108.9990478,37.02061433,0.832945545,0.041013487,0.027816582,1.622568423,0.991251359
Experiment,,1,1,2737,0.962546627,1.598892774,9.84221756,0.70958127,0.280047539,0.280047539,0.733646145,0.001253979,0.000447321,8.532624289,6.409647155,1.282783383,0.662945482,2.620124772,21.00435896,0.476091654,0.086369596,0.053032843,0.19599094,0.805376524,0.247943316,66.11821763,0.079333967,0.039666983,0.642514658,0.000634077,1.705733762,17046.70951,0.905137439,0.500185163,1.526315682,0.049551829,0.30488945,0.675324546,2.174124741,0.957549271,1.482202195,1.0990116,0.68571394,0.744431366,1.734394501,6.093301147,1.699317572,14.87878673,47.45184068,113.6101271,29.85758787,0.725261917,0.105490828,0.021698491,1.996289693,1.395611966
Experiment,,1,1,2738,1.113214114,1.621372602,9.483140648,0.472597962,0.185771494,0.185771494,0.122356109,0.001559676,0.000213256,6.971014744,4.498150374,0.939629535,1.051203151,3.851553304,9.81220534,1.019138884,0.170224233,0.398481172,1.472647809,0.621593311,0.145567086,38.81788967,0.098471875,0.049235938,0.446070704,3.86E-05,1.53734029,29002.62352,0.048397338,0.009815175,0.468176995,0.040664598,0.227835022,0.028117133,1.279739408,1.090470953,0.785466169,0.734339398,0.513762764,0.960724429,1.058693038,5.29242428,1.261900054,17.03354828,55.74020286,99.79657121,32.69571737,0.772453369,0.113513541,0.03733888,3.151125614,1.143630431
Experiment,,1,1,2739,0.436685853,1.485407251,7.025608066,0.752198141,0.504493535,0.504493535,0.190228332,0.00140673,0.000140067,6.392222946,5.250277235,0.793474158,0.662165256,5.518136266,6.471135276,1.5453239,0.084178801,0.263370851,0.97332706,0.086617192,0.3168005,84.48013333,0.067593852,0.033796926,0.360927216,0.000425671,1.127975801,8250.738467,0.157244449,0.730808073,1.816623681,0.031001004,0.273569532,0.332138344,0.772461074,1.421607022,2.260078326,1.452758502,1.34853213,1.930534992,1.359620164,6.725580395,0.650061204,19.36357591,78.17954516,107.508745,28.35192728,0.795134872,0.125828126,0.029367166,1.881491403,1.376814129
Experiment,,1,1,2740,1.387072685,0.099579567,4.411636488,0.709005819,0.138658728,0.138658728,0.358842789,0.001371627,9.57E-05,4.242403224,7.791936904,0.529177592,1.684957318,5.343894403,7.846740984,1.274414438,0.34104213,0.332791387,1.229881212,0.361891936,0.055179759,14.71460245,0.120902815,0.060451407,0.798996811,0.000606223,1.507249921,6058.282161,0.95621344,0.946046895,0.840639625,0.01431014,0.17853,0.247974123,0.837592143,0.884983274,1.600962855,1.193309911,0.615765016,0.631542275,1.328416716,5.696892561,1.213863865,22.51320634,49.62713947,97.57173956,28.4354837,0.795445901,0.081528619,0.036033863,5.878840588,1.133840091
Experiment,,1,1,2741,1.620398101,0.405239084,6.543076532,0.825940823,0.160324203,0.160324203,0.341345119,0.00151408,0.000274051,2.305396616,7.855224433,1.133926604,0.331838437,4.097827345,3.756059746,2.662364466,0.470326808,0.136740869,0.505346689,0.315285235,0.247566363,66.01769677,0.113326792,0.056663396,0.553963887,0.000116808,1.82330308,5073.273568,0.894754857,0.931636769,0.558754735,0.015418462,0.107822214,0.548648749,3.667550382,0.735553718,2.426027133,1.409266266,2.093620439,3.628940084,0.924937207,5.983290276,0.979080592,16.50301031,58.87142711,100.8974254,33.7095881,0.760986323,0.042221847,0.037705644,1.243370749,1.577098717
Experiment,,1,1,2742,2.602905991,0.097761974,12.23507286,0.565782653,0.197166742,0.197166742,0.109561314,0.001627311,0.000362373,5.278806949,0.568056141,0.941730782,0.486482661,2.143599945,23.27045215,0.42972951,0.421843221,0.319720081,1.181574212,0.015100322,0.392621063,104.6989503,0.158355916,0.079177958,0.269290862,8.64E-05,1.91280555,29979.59305,0.102383267,0.223967576,0.85919153,0.008590678,0.108654148,0.719147418,0.366296275,1.23999951,0.80679287,0.785637592,3.10744086,1.862570429,1.255453755,5.771388568,0.91157712,18.91910297,44.96628069,107.7913063,29.66178269,0.925369348,0.112697692,0.058401949,3.383743448,1.180034752
Experiment,,1,1,2743,2.717362593,0.331131965,9.503570026,0.813591096,0.278703653,0.278703653,0.237096506,0.001337868,0.000112562,5.541945317,9.664794516,0.565508256,1.121334114,3.657171771,14.00170563,0.714198703,0.467299192,0.307191669,1.135273558,0.865048609,0.078799774,21.01327292,0.065183116,0.032591558,0.197741094,0.000287291,1.512431833,16383.32876,0.536290861,0.162028811,0.608276653,0.025062611,0.189037489,0.756938007,1.761007468,0.925499555,2.190126036,1.071555096,1.490305654,2.825103334,1.16502637,5.587088326,1.753385825,20.35373196,68.9757682,95.21638823,36.35688782,0.89815234,0.072508067,0.032372467,1.718755643,1.397010483
Experiment,,1,1,2744,1.468870392,0.946773774,7.32160857,0.440232925,0.282091111,0.282091111,0.168453572,0.001487896,0.00042157,5.791902071,0.882594289,0.87625957,1.787071772,4.40626103,4.740884135,2.109311199,0.431202163,0.399716859,1.477214477,0.306295038,0.090585794,24.15621184,0.223694494,0.111847247,0.671260551,0.000421238,1.382850248,7609.172378,0.3385689,0.866625361,1.071317087,0.021088264,0.139647428,0.123689432,1.707763346,1.365209894,0.357596428,1.126609978,0.966943645,1.379052775,1.620793069,5.533125853,1.313679829,16.03607419,53.43961124,117.8835514,29.85377263,0.79424394,0.118823103,0.020978476,3.768235484,1.520689966
Experiment,,1,1,2745,1.711980095,2.032968152,3.089197629,0.61468947,0.212774415,0.212774415,0.210776422,0.001371862,0.000424631,4.549364192,5.484109812,1.226493049,0.494807866,2.123555564,6.524872607,1.532596972,0.064452089,0.347056231,1.282599113,0.854603388,0.157354084,41.96108899,0.075844896,0.037922448,0.317235636,6.44E-05,1.869959748,9082.239927,0.235078256,0.55162427,0.651063856,0.02468099,0.372605829,0.588957033,2.081722741,0.837403612,2.893208351,1.347710915,1.788958006,1.046992513,1.767542032,5.528411597,1.691837574,18.14590404,54.14496158,76.20094716,37.47094968,0.728329501,0.037578884,0.025368196,2.191086333,1.20481901
Experiment,,1,1,2746,0.727984427,1.536808215,2.593507592,0.879002571,0.107249636,0.107249636,0.208647088,0.00115364,0.000289594,4.688212584,2.979589046,0.706503335,0.892471444,6.168906167,18.13275173,0.551488277,0.241435639,0.344905191,1.274649617,0.870472952,0.126855234,33.82806229,0.146870712,0.073435356,0.945989343,0.000499267,1.279218408,30998.34423,0.057135087,0.83630259,1.356705675,0.053870873,0.301609496,0.225208723,0.874322359,0.738210915,1.903893022,0.679032004,2.707118638,0.482292085,1.861274244,6.35420285,1.06176738,21.62385131,56.08875225,106.2663472,36.38317482,0.889905627,0.115421166,0.028927434,0.531353974,1.685494335
Experiment,,1,1,2747,2.527937389,1.025652466,3.560892704,0.815407366,0.089239952,0.089239952,0.417587356,0.001016309,0.00010333,2.834767592,6.973271403,0.337659008,0.625043066,2.521951078,27.03815836,0.369847675,0.31068371,0.213774388,0.790035781,0.01001403,0.199670334,53.2454224,0.076898447,0.038449223,0.842332723,0.000295383,1.183227882,14497.71563,0.528060223,0.46614848,1.157418898,0.009940173,0.267377111,0.760218277,2.630831267,0.747494524,1.78804568,1.635752209,0.642586184,1.601754335,0.96747212,5.902636702,1.530199899,19.75435999,42.93273504,109.2863504,39.87215875,0.745812801,0.095136048,0.102171544,4.399820201,0.66724677
Experiment,,1,1,2748,1.05773876,0.359827844,4.308871976,0.726846575,0.320209651,0.320209651,0.010722837,0.001935685,0.00039901,5.22164049,7.952825071,0.226659995,1.231635686,3.661888223,43.32522466,0.230812421,0.550040896,0.10409606,0.384702829,0.26373683,0.081917861,21.8447629,0.030199227,0.015099613,0.597663499,0.000314287,1.939943251,34891.92497,0.691175506,0.855430326,1.059409229,0.026704433,0.176138962,0.769077641,1.702626551,0.769004475,2.311562179,1.052599957,2.183436329,0.825528553,1.550620179,5.737505514,1.491710226,21.96010244,55.89672302,96.18998396,38.37591783,0.844867533,0.030184477,0.089382103,4.953267451,0.736303118
Experiment,,1,1,2749,0.996907176,1.308652007,8.177151601,0.595388025,0.246808752,0.246808752,0.227342917,0.001335136,0.000218581,3.558042221,8.806485203,1.145790432,0.686670867,4.053781822,21.66003227,0.461679829,0.317317527,0.433881838,1.603476357,0.859046914,0.216751643,57.80043803,0.11199333,0.055996665,0.133633506,0.000587792,1.663666365,18145.26152,0.055201329,0.908270362,1.682935761,0.04677159,0.310835157,0.260948628,1.148060776,0.82735222,1.184507785,0.980201998,1.843141142,0.592885914,1.60786586,6.777606966,1.263427421,20.27328994,49.53437847,93.89208557,38.51603719,0.932291265,0.059543636,0.075742554,4.743299837,1.356765705
Experiment,,1,1,2750,0.566440739,1.402646777,2.730631331,0.925409652,0.101487759,0.101487759,0.140536446,0.001196273,5.34E-05,8.826216788,5.088424834,0.23340165,1.263348619,2.744302399,27.31416482,0.366110407,0.562849186,0.413295572,1.527396679,0.011985797,0.259909838,69.3092902,0.062645507,0.031322754,0.465989477,0.000204931,1.831308112,35800.33573,0.141252184,0.541607894,0.97051647,0.04650619,0.263114933,0.22273524,2.359257604,1.094684548,0.34874932,0.668638467,1.643893269,1.302910441,1.722814105,5.045163919,1.483510848,15.10082622,62.64906841,113.1629344,38.27840751,0.719544429,0.06931385,0.025698636,4.528659615,1.817688644
Experiment,,1,1,2751,1.348352427,2.125404001,4.021609024,0.605176126,0.21267652,0.21267652,0.276759403,0.001057399,0.000282764,1.585914183,4.838377855,0.428051511,1.541056606,3.681251565,15.42593833,0.648258782,0.057661919,0.454473325,1.679575333,0.324428787,0.338748428,90.33291425,0.049835819,0.024917909,0.39436208,3.57E-05,1.500194502,33278.56634,0.872782323,0.089548953,1.31879187,0.020120319,0.384433104,0.267778874,1.252330231,0.837340575,0.498234723,0.694770493,0.432471996,0.511551438,1.205497055,5.125367679,1.480277149,19.04324839,55.90831401,79.60915411,30.55741623,0.783631215,0.021755616,0.063966089,4.96779094,1.262642634
Experiment,,1,1,2752,0.810436839,1.16949163,1.510725602,0.7230189,0.174020416,0.174020416,0.071037512,0.001085203,0.000451468,2.026807019,2.389268833,0.755739709,0.300726213,1.272847184,43.3040539,0.230925262,0.236016581,0.123381126,0.455973727,0.923651855,0.121952983,32.52079539,0.134646086,0.067323043,0.788681032,0.000363447,1.159488636,24651.24397,0.239439881,0.775553723,0.994102938,0.049654605,0.306415289,0.614477587,3.211312218,0.928542279,0.415279757,1.361776276,1.524719305,1.118438755,1.979491909,6.063757476,1.567986566,19.13598143,68.44431098,98.7354698,37.69835719,0.703181476,0.08185021,0.081484099,2.880246258,1.211302599
Experiment,,1,1,2753,1.221180133,1.235229678,7.180566233,0.860303041,0.078394383,0.078394383,0.065915325,0.001042861,0.000344678,4.591209482,3.209991302,1.000967081,0.978896478,3.319348813,18.18019123,0.55004922,0.168460832,0.181354522,0.670223232,0.697336552,0.105184088,28.04909014,0.079114221,0.039557111,0.380952995,0.000690821,1.126410768,9394.122882,0.423569732,0.675077798,1.053585754,0.026826949,0.270607469,0.731166126,2.248126287,0.978769047,0.885151949,1.179573738,0.51835249,0.756317223,1.511736395,6.334472606,1.113019391,22.23486749,47.63304928,90.93771706,36.08277179,0.868596615,0.046847983,0.051605136,6.711447345,1.718328367
Experiment,,1,1,2754,2.069124988,0.936678981,5.730780718,0.834498596,0.377473468,0.377473468,0.062988994,0.001331142,0.000399116,6.77085679,0.951720547,0.412171865,0.238692216,2.95857038,31.03652283,0.322201042,0.504791738,0.306529357,1.132825883,0.875702006,0.2350804,62.68810665,0.097166823,0.048583412,0.189821898,0.000638091,1.555708264,17209.01187,0.391476983,0.079565773,0.851057331,0.028505648,0.231071049,0.545185497,3.418256429,1.040360015,0.669997817,1.072314964,2.492183336,0.756612917,1.54491547,5.414536367,0.896845832,21.00645929,48.23225029,103.5137212,38.21182386,0.71492301,0.083905068,0.045453178,1.660091446,0.793000727
Experiment,,1,1,2755,0.396106061,0.894965741,6.187972471,0.630269294,0.157942803,0.157942803,0.095066826,0.001335466,0.000169769,8.413728815,1.124993702,0.49257321,1.338648947,3.874771601,9.987866213,1.001214853,0.05659405,0.301973195,1.115987896,0.816097076,0.300189275,80.05047326,0.368205121,0.184102561,0.57541294,0.000217715,1.595488984,8417.8028,0.252135454,0.651087588,1.518158658,0.012557193,0.294537538,0.37567107,1.010742926,1.277432841,0.368044296,1.60596796,1.481219665,2.090945637,1.391541997,5.459115693,1.812358667,15.3253606,60.68698296,106.8593514,37.84413213,0.765042371,0.050298103,0.028800856,3.767225525,1.851727586
Experiment,,1,1,2756,1.773422034,0.380657207,5.394623922,0.712138813,0.200430785,0.200430785,0.2693636,0.00160284,0.000320547,2.943095497,0.937249615,0.333038577,1.071170283,4.710544036,9.341363324,1.070507554,0.484804012,0.046958319,0.173541614,0.222353281,0.251347145,67.02590542,0.064885188,0.032442594,0.335786952,0.000202374,1.408919046,13378.18736,0.568677806,0.389538643,0.427461712,0.008565256,0.300033907,0.532305314,3.166488375,1.269213602,1.316300619,0.610405825,3.233723898,2.211519374,1.35095704,5.970180753,1.284416744,19.77219572,74.66079221,115.6643731,36.85952551,0.740711263,0.051336604,0.065382611,4.752924759,0.979426116
