ROW TYPE,ATTRIBUTE_NAME,Realisation,Initialisation,Parameters,prog_ent_max,prog_ent_min,prog_ent_xmax,prog_ent_xmin,prog_ent_int,prog_ent_grad,tau_conv_prog_precip,eff_dcfl,eff_dcff,cpress_term,ent_fac_md,amdet_fac,r_det,cca_md_knob,cca_dp_knob,mparwtr,qlmin,gwd_frc,fbcd,gsharp,nsigma,g0_rp,ricrit_rp,orog_drag_param,a_ent_1_rp,g1_rp,dec_thres_cloud,near_neut_z_on_l,dbsdtbs_turb_0,two_d_fsd_factor,dp_corr_strat,ice_width,param_pdf_power,param_pdf_merge_power,c_r_correl,param_aut_qc,m_ci_rp,ai,x1r,ar,mp_dz_scal,param_mp_czero,param_mp_tau_lim,qclrime,a_ratio_exp,a_ratio_fac,starticetkelvin,tice,param_tnuc,allicetdegc0to1,allicetdegc,ps_anth_so2_emiss,ps_dry_depvel_so2,ps_sigma_updraught,biom_aer_ems_scaling,ps_natl_ss_emiss,ps_acc_cor_scav,ps_natl_dms_emiss,ps_prim_moc,ps_dry_depvel_acc,ps_bc_refrac_im,aparam,liu_latent,bparam,u10_max_coare,r0,rho_snow_fresh,rmax,a_snow_et,rho_snow_et_crit_delta,rho_snow_et_crit,unload_rate_u,can_clump,tupp_io,f0_io,z0v_io,nl0_io,rootd_ft_io,n_lai_exposed3and4,n_lai_exposed5,fsmc_p0_io,gs_nvg_io
Experiment,,1,1,413,1.920608717,0.623115179,-5.174257913,-2.949364517,-1.096868982,-0.583171104,9426.315529,2.479718474,4.497319692,0.525405677,2.45411662,3.546075905,0.37872555,0.047039895,0.047039895,0.001439727,0.00084048,6.637530903,2.653952945,0.396482811,1.496063474,17.39940359,0.574732344,0.347027255,0.190424195,0.703741591,0.093244303,1.543698948,0.000315915,1.695092671,6398.911904,0.610986155,0.717454745,0.613941195,0.335508389,2.413719415,1.757573308,0.014146711,0.164665018,0.257667556,2.474240681,7.77947851,2621.453759,0.000612591,-0.246628751,0.059337807,257.53541,257.53541,-15.61459,0.392047353,-25.10510118,0.821552243,1.122841122,1.288913505,1.986571005,1.340513511,1.096025368,1.088552389,1.053725851,9.226090785,0.588994881,0.044653302,0.000325289,-0.162123624,15.7694882,49.33950972,106.9739791,1722.960769,5.47E-06,54.17886354,161.1528426,2.87E-06,7.129680207,27.98061994,0.953635724,1.222241041,0.077700501,1.857602345,1.044035016,3.029846184,0.039817789,0.009652967
Experiment,,1,1,414,1.562916968,0.467960016,-4.792097378,-3.154616014,-1.641480012,-0.668683611,10338.32427,1.769277859,8.474285653,0.631699406,0.759889154,2.32918449,0.787664688,0.880998667,0.880998667,0.001228086,0.000306692,3.409166559,7.119788287,1.231977542,1.689666395,40.21862818,0.248641002,0.773450064,0.113449397,0.419269512,0.098509633,1.316211441,0.000487867,1.287971554,5704.772225,0.976634163,0.131702439,0.133054963,0.464120463,2.999775449,1.198887054,0.019713982,0.173066407,0.466830366,1.934481269,8.899980985,3212.539165,0.000147542,-0.240844108,0.061173274,260.8058502,260.8058502,-12.34414984,0.842773389,-15.26870425,0.95851962,1.211071272,1.155666836,1.758008678,3.568735513,1.229840148,1.050678322,2.42668629,2.136382804,0.913273771,0.071522422,0.004471518,-0.141399147,19.74616527,43.75154188,116.8380625,2428.518412,3.18E-06,73.96077562,190.7988381,2.63E-06,2.697332578,34.71997173,0.934093427,1.041317672,0.076179932,3.951933366,2.796080905,0.660148437,0.108085515,0.005927695
Experiment,,1,1,415,2.417359652,0.427753354,-4.92761755,-3.459423999,-4.260246926,-1.355138971,8877.85382,1.23515979,6.9896477,0.753944526,0.091411689,4.221258728,0.610762238,0.671807076,0.671807076,0.001165487,0.000797789,6.251139245,0.876654906,1.372004627,2.241550581,13.99932896,0.714319953,0.165715166,0.264935265,0.979108586,0.308627951,4.91131265,0.000713187,1.096010523,18161.64005,0.195344973,1.951495685,0.560115992,0.740077616,2.3270115,0.86847579,0.025866793,0.182393971,0.980600571,1.683991625,6.422607044,2871.982238,0.000574208,-0.377886898,0.017689597,271.307351,271.307351,-1.842648986,0.186422272,-25.88669759,1.141388474,2.329936162,1.107103606,1.111933715,2.219600871,1.302920142,0.877399655,2.960198654,0.473926769,0.573100509,0.096978852,0.000905306,-0.129258742,16.50805723,67.24892977,112.3762766,2230.344481,2.35E-06,70.49760885,182.8738855,1.77E-06,4.400316339,30.00137262,0.773467885,1.359580486,0.067893893,2.190523142,2.413981129,0.536111864,0.474163784,0.008871814
Experiment,,1,1,416,2.829635463,0.43285679,-4.530082445,-2.696752386,-3.092705109,-1.307336157,16917.94442,4.385381185,4.386691092,0.461712184,0.936530821,4.96242647,0.605609518,1.593099811,1.593099811,0.001658183,0.000514078,1.411770073,0.804974697,1.818851553,1.841277659,8.707054687,1.148493992,0.060981432,0.120454157,0.445156667,0.129204852,2.643653754,0.00022326,1.350771103,12834.36798,0.669198428,0.511003103,0.654296682,0.195321384,2.909920297,0.448490376,0.043091519,0.301031096,0.841935911,2.430972861,3.364842129,716.3754877,0.000397779,-0.365891795,0.021495643,263.9738395,263.9738395,-9.176160545,0.316667366,-23.80453309,1.07888919,0.227122957,0.856971599,1.361501787,1.270252122,1.25927547,1.141178268,2.395345064,5.429767693,0.758687497,0.072053188,-0.005812055,-0.151355238,16.68121031,49.58289873,90.18929755,2066.230796,1.45E-06,58.47577596,148.6650735,2.65E-06,7.267935138,30.08189303,0.795959025,1.377897349,0.086876131,4.039138741,2.38149398,3.710077619,0.191235895,0.017467523
Experiment,,1,1,417,1.711219999,0.571017907,-4.696609254,-3.027053909,-1.496270971,-0.682937582,10905.10665,0.939269242,1.466589934,0.651585448,0.502637788,7.706966522,0.390031115,1.118573048,1.118573048,0.001909476,0.000375697,5.860934354,4.190516194,0.247855406,2.12624219,24.7208767,0.404516398,0.425295378,0.25281136,0.934302854,0.218914452,2.573892053,0.000848268,1.769720105,3767.292287,0.744343141,0.758799171,0.671457794,0.604346403,2.995364241,1.824843442,0.032669891,0.165472744,0.858817211,1.964172676,4.069629477,1597.994461,6.62E-06,-0.194813834,0.07577868,266.6239132,266.6239132,-6.526086761,0.069651304,-31.92446961,1.220723091,1.615973923,0.982081618,0.876102263,0.874921571,1.582464178,1.808147552,2.762191754,5.016685746,0.525217759,0.090413606,-0.001541445,-0.13575625,14.69685061,48.79046271,125.7691037,2446.839067,2.59E-06,33.46923875,159.2383425,2.84E-06,7.556089314,29.42427137,0.896631984,0.608894369,0.035989264,1.649415664,1.354255285,1.679405931,0.165658685,0.009559286
Experiment,,1,1,418,1.636401792,0.331174017,-4.99845988,-2.740980269,-1.253603787,-0.578179209,13289.49436,1.30762376,1.618913959,0.084853664,1.864524849,2.021356377,0.885023561,1.780965017,1.780965017,0.001548682,0.00044453,5.180938721,2.741881742,1.34124213,2.605491823,21.2478719,0.470635367,0.327074442,0.130784696,0.483334744,0.049347545,1.061439957,0.000625071,1.376021052,4347.649685,0.785193844,0.123662247,0.310305831,0.579674237,3.025528691,1.438976971,0.026123383,0.211502077,0.290506092,2.521959751,4.306943729,1500.355108,0.000321614,-0.309367001,0.039430961,265.4371127,265.4371127,-7.712887333,0.26152994,-24.76124498,0.833960123,1.250856302,0.909820959,2.872389642,2.257124838,1.714860029,1.562714949,0.55482745,1.693319536,0.620311163,0.041978167,0.005144791,-0.15895468,21.64825308,53.0359972,71.5052647,1830.777087,2.87E-06,44.98019542,116.4854601,2.59E-06,5.926926084,38.05681325,0.692743385,0.839031104,0.060019783,1.891559043,3.30771642,0.448723889,0.416709059,0.017733991
Experiment,,1,1,419,2.988001568,0.635826637,-4.819833129,-3.084028356,-3.543315107,-1.355091867,41096.02176,1.886396362,3.91539341,0.378090116,0.385546324,7.871078893,0.654468154,0.755266746,0.755266746,0.001092325,0.000267431,5.746744518,1.749689701,1.63077129,2.198437501,31.12243064,0.321311665,0.462706063,0.214479702,0.792642376,0.118591696,5.648495848,0.000601479,1.774185359,8481.561401,0.885548522,1.906842153,0.541082071,0.669376109,2.417783635,1.338543097,0.023089936,0.175538028,0.568325248,2.53915422,6.497932804,3408.950695,0.00054277,-0.358358913,0.023885827,257.6376665,257.6376665,-15.51233355,0.36869153,-25.50249876,0.828241789,0.575144668,1.064148915,3.081425398,1.969107557,1.049719563,1.577165399,2.160749752,5.511908086,0.797317059,0.055945071,0.00547982,-0.150002071,23.87996059,51.69925793,118.6993876,1836.235279,4.02E-06,30.25714552,148.9565331,1.49E-06,3.419127666,37.00161901,0.799225097,1.34663444,0.02787096,5.311032882,1.443705542,0.807714813,0.138074095,0.011180323
Experiment,,1,1,420,2.183557933,0.478453914,-5.041202777,-3.252756851,-2.622723876,-0.953399818,13070.1239,2.706801924,6.468301892,0.209173794,1.122513692,12.98242687,0.428463263,1.553592605,1.553592605,0.001582944,0.000712378,3.732710888,3.03660499,1.56144084,2.961218096,5.129977277,1.949326373,0.415665803,0.23520329,0.869229551,0.247665056,4.585851124,0.000116108,1.343410381,31298.68146,0.065636746,0.831487114,0.379874539,0.528376012,2.713526752,1.272788228,0.022205314,0.176821025,0.789215149,2.115455892,4.978031041,885.7411838,0.000364495,-0.173147506,0.082653406,260.9119744,260.9119744,-12.23802559,0.556068782,-20.22126862,0.722092875,2.304892417,0.658015612,1.547706393,2.859064909,1.072987153,0.538723733,2.076646925,2.569767119,0.781873151,0.103005889,0.000707282,-0.125738085,17.94404117,66.13038723,127.3698759,2026.533532,3.50E-06,30.34098702,157.7108629,2.78E-06,5.667741945,27.75647006,0.777588617,0.738493622,0.105401502,1.081312531,1.457170939,2.453507015,0.532251299,0.010608744
Experiment,,1,1,421,1.815711946,0.631413704,-5.317377866,-3.018816996,-0.923985462,-0.515234666,21677.27056,3.020276192,4.966138356,0.275152078,0.490334017,10.36631774,0.942701214,0.654093283,0.654093283,0.001470776,0.000853538,2.267853045,6.452374311,1.357156438,1.732684669,28.26473927,0.353797709,0.505857806,0.291870482,1.07865178,0.115439386,1.680309351,0.000181055,1.059991391,17366.36095,0.780674921,1.037543167,0.92161695,0.42079978,2.581202138,0.38492885,0.01539057,0.1660909,0.529738881,0.773830972,7.292244915,1635.165193,0.000425432,-0.256843513,0.056096663,269.1194917,269.1194917,-4.030508252,0.350649221,-21.04333609,0.974182794,1.077508116,0.979508965,0.946821763,1.84230015,1.933622526,1.50899484,0.899449206,5.863688621,0.794773273,0.093760455,0.000647123,-0.131502676,18.48892926,54.88593049,99.92697728,2289.588472,4.37E-06,13.00328089,112.9302582,2.50E-06,6.26302185,38.52596222,0.763495052,1.25789342,0.038501283,5.46366369,3.219644791,2.340901017,0.610629156,0.010699667
Experiment,,1,1,422,1.802488876,0.441191374,-4.532839594,-2.970149038,-2.14617722,-0.871124163,11497.44365,2.647387724,2.991416649,0.133890028,1.344477463,5.143778915,0.815412422,1.478061545,1.478061545,0.001783709,0.000827014,4.811232976,3.900890414,1.862321513,1.862769819,33.82035914,0.295679888,0.122411983,0.206925325,0.764724026,0.183919162,1.115447902,0.000675819,1.86950689,13125.90687,0.103297862,0.893726596,0.411151919,0.629828458,2.764103979,1.68459787,0.017482158,0.369269626,0.797841193,1.15333523,9.874444607,1328.500275,0.000200154,-0.277746007,0.049464302,265.5219618,265.5219618,-7.628038247,0.575761781,-17.16935582,1.182081649,1.151344616,1.207547388,0.705797543,1.224421748,1.055403977,1.654585043,2.202366054,2.989503195,0.723543578,0.080670256,-0.003180509,-0.143406961,16.36396111,63.42370361,74.51073249,1947.843133,3.47E-06,77.9133579,152.4240904,1.69E-06,4.562552113,35.01107353,0.916584842,1.50031045,0.088610743,1.55546393,2.843847401,1.551688852,0.327016509,0.006802198
Experiment,,1,1,423,1.612597373,0.431828991,-4.866292224,-3.305244037,-2.068239671,-0.756394576,24349.7964,2.968988109,6.095660723,0.206424977,1.192876409,0.667088703,0.750454196,1.162329639,1.162329639,0.001144961,0.000619932,1.801222387,1.973016425,0.79094537,3.217620608,16.49981701,0.606067328,0.520017388,0.118821509,0.439122966,0.125587036,5.100116321,8.18E-05,1.169575602,6332.123522,0.514598558,1.558310986,0.757417077,0.444304242,3.149791039,1.115215741,0.020184284,0.303960931,0.665482081,1.10858673,2.272968259,1042.028653,0.000444024,-0.121887846,0.098918096,253.9616065,253.9616065,-19.18839348,0.81821349,-21.45676831,1.040415367,0.43989465,0.43915588,0.730812863,1.507041825,0.884416497,1.323327442,0.649103959,0.679462917,0.998898728,0.118056118,-0.004735408,-0.121894783,21.44639945,51.01725484,122.5917788,1934.009352,3.26E-06,14.74101093,137.3327898,2.41E-06,7.70427141,39.77175807,0.873181858,1.449128787,0.075232538,2.366193186,2.99669208,1.020362773,0.03750811,0.009478126
Experiment,,1,1,424,1.880184124,0.618382847,-5.192444431,-3.300482681,-1.582799742,-0.666927478,5604.795631,1.926678978,2.553248458,0.426426649,1.33425759,11.80504631,0.946094541,0.272589115,0.272589115,0.001415342,0.000729767,5.981137841,8.984904717,1.521275667,2.493758518,11.47449262,0.871498229,0.110779947,0.102343966,0.3782277,0.204225171,2.244088595,0.000372167,1.911677579,11924.35959,0.621690318,0.02155057,0.628115938,0.416697279,2.333336237,0.694613138,0.051677708,0.240802937,0.111134257,0.644410255,8.977870897,4337.330653,7.57E-05,-0.375443578,0.018464863,253.3029867,253.3029867,-19.84701331,0.579415366,-24.90216069,0.799088201,1.028410733,0.901818612,1.639551063,1.141087012,1.780838129,1.452120208,2.40238055,1.368917758,0.528064707,0.113441544,-0.002210817,-0.122217384,18.5762556,63.22504602,63.38508231,2028.021767,1.87E-06,61.31574426,124.7008266,2.11E-06,6.151863819,27.3094976,0.757811348,0.898264222,0.064661803,3.989908219,3.017635267,1.801690912,0.123998048,0.009076707
Experiment,,1,1,425,1.818612321,0.300257593,-4.494279651,-2.928632356,-2.539911327,-0.969793601,9558.359757,3.450514437,4.468509846,0.269274238,2.483669106,6.768687333,0.497718555,0.513190339,0.513190339,0.001227362,0.000671628,1.904034856,0.315158267,0.536465777,3.467105198,27.37794423,0.36525752,0.256457878,0.312860119,1.15622218,0.090570921,3.792810633,0.000141483,1.06340025,13630.72079,0.090979325,1.688570496,0.200384532,0.704377224,2.53347088,0.780745142,0.014690473,0.346838836,0.087261952,3.594910597,8.26778848,2163.940026,0.000460778,-0.348875615,0.026894877,259.0135582,259.0135582,-14.13644179,0.647843662,-19.85902027,0.940444195,0.634994956,1.346419273,1.530867008,2.644478007,1.766216532,1.043444064,1.018000337,2.270024705,0.652956751,0.03359251,-0.006084257,-0.175357679,21.62738971,47.17849513,126.6739665,2202.422568,5.20E-06,57.54145248,184.215419,1.66E-06,4.845645389,32.49470873,0.892659791,1.67230617,0.099611612,1.142595019,1.836492032,0.7002891,0.226969435,0.009582928
Experiment,,1,1,426,2.927098464,0.584313553,-4.499240273,-2.729203118,-3.028003773,-1.32357951,10063.09068,1.986384298,4.13398284,0.691764653,1.389035281,5.980809491,0.968031161,1.171170033,1.171170033,0.00185782,0.000191652,5.393333015,7.792619742,2.669645084,1.538976966,4.068779231,2.45773964,0.077865892,0.169234733,0.625432708,0.124226278,0.308709646,0.000646393,1.888902079,27533.03156,0.377117096,1.842167972,0.618687859,0.507043787,2.174798935,0.987638392,0.006860107,0.161897471,0.970436712,1.505796254,9.299957943,1367.557265,0.000345594,-0.349179132,0.026798571,266.7315609,266.7315609,-6.418439074,0.636340479,-15.03514146,1.064115055,0.863187365,0.822598669,2.094612861,2.585112551,1.973054233,1.791145424,2.136837564,3.645602253,0.872314671,0.07486366,-0.00107685,-0.144885971,18.05976204,43.89551911,91.76611815,1975.735184,4.20E-06,17.93747845,109.7035966,3.32E-06,5.914299165,39.97411711,0.726240817,2.078892864,0.046044689,4.469128814,1.55715104,1.323313744,0.547421806,0.008567925
Experiment,,1,1,427,1.502954792,0.404233454,-4.566982323,-2.960744707,-1.621016952,-0.684034122,8753.192382,3.199077231,6.568500023,0.171844395,0.527610872,6.991654786,0.684748095,0.425738157,0.425738157,0.001571506,0.000735651,3.620245065,2.67785956,0.981359408,1.029327512,19.64802157,0.508957096,0.500531381,0.107466866,0.397160157,0.022698197,1.624337053,0.000289426,1.428035984,3315.063062,0.309791771,0.525990218,0.493519015,0.160998885,2.446527273,0.906754422,0.02933937,0.171195739,0.991447817,2.299035302,7.141173946,2178.547185,9.20E-05,-0.295902456,0.043703261,258.5743788,258.5743788,-14.5756212,0.630970678,-20.40967409,1.001791371,2.231446711,1.037847833,0.690546046,2.054454791,1.13331454,1.71541179,1.244464711,6.016603497,0.601951001,0.09779457,-0.004369948,-0.134030698,18.75571002,50.49094,87.37751717,2187.286554,5.81E-06,38.20459373,125.5821109,3.17E-06,5.600623745,37.35085836,0.900821428,0.992624022,0.019276536,0.506955714,3.712605733,2.652975957,0.377960308,0.0148401
Experiment,,1,1,428,2.842421851,0.679809296,-5.386759475,-3.163435124,-2.397242649,-0.972693235,10924.29144,1.06560479,1.794597193,0.024285264,1.823373271,4.162603515,0.534814131,0.483907548,0.483907548,0.001673454,0.000507806,2.986021325,1.513303773,2.947522193,3.602757241,12.88265533,0.776237487,0.019119553,0.103610123,0.382906976,0.061686301,1.961001956,0.000182217,1.398245489,7751.541644,0.405082626,1.787711967,0.742450648,0.991880257,3.065893609,1.013555598,0.02130141,0.205649456,0.742809311,1.191131834,4.664767608,2217.701348,0.000315022,-0.084629459,0.110740183,253.0109782,253.0109782,-20.13902176,0.95625264,-20.89936681,0.707146171,1.427195748,0.832427064,0.345680693,0.711094363,1.320806291,1.407515111,1.701618929,3.471122109,0.877747175,0.031625465,0.000781763,-0.169705325,20.30669376,46.17273594,133.3322721,1536.637256,2.83E-06,42.25705234,175.5893245,1.35E-06,7.444155948,35.96176595,0.870675113,1.654563506,0.070063281,4.392491521,3.473397999,0.651295482,0.756350608,0.008852161
Experiment,,1,1,429,1.958228413,0.491176595,-5.331267522,-2.672545934,-0.983503336,-0.551788432,9197.072292,1.85867802,2.51771432,0.87918481,1.555286217,7.953709128,0.402654948,1.08508597,1.08508597,0.001495556,7.72E-05,3.97239342,4.794739485,1.26400058,2.325975127,21.99133164,0.454724624,0.642886407,0.336418783,1.243286806,0.083467063,2.224083079,0.000510441,1.453912988,8167.400227,0.121685383,0.959855036,0.431495152,0.584410666,2.751512232,0.701292365,0.032322252,0.126843326,0.781864271,0.869729524,3.708184506,1071.792537,6.17E-05,-0.367831371,0.020880216,257.1344796,257.1344796,-16.01552038,0.471949311,-23.89526012,1.127294762,0.274445242,0.767882749,1.18754668,1.939378984,1.845284079,1.708623359,0.68153569,0.982264268,0.479709877,0.083584552,-0.001049121,-0.139477453,15.02464922,62.3061464,87.88052294,1946.102215,2.25E-06,56.26494918,144.1454721,2.97E-06,2.186436723,28.25578302,0.739251155,1.523758832,0.018933773,1.412963381,2.20322643,1.567628148,0.478846679,0.009331605
Experiment,,1,1,430,1.852331101,0.50795836,-5.217912619,-3.043066338,-1.37310122,-0.618146097,14569.43344,2.548259611,1.638952771,0.742897017,2.332958141,7.518210016,0.768391529,1.251362351,1.251362351,0.001889231,0.000321539,2.601082471,3.581106647,1.100996364,2.801845609,25.63898919,0.390030977,0.14206975,0.305148325,1.127722069,0.041818599,1.980457086,0.000305727,1.132052266,20170.58149,0.648690936,0.848313947,0.8366814,0.453410586,3.009559407,0.974355659,0.038096082,0.217197577,0.8312806,2.252397703,6.607889223,2901.962751,3.01E-05,-0.266737065,0.052957439,262.2981991,262.2981991,-10.8518009,0.790112421,-14.98782298,0.866493547,1.941189965,1.0030463,2.350002272,1.023463836,1.54720149,1.450478987,0.49306618,5.822236657,0.547065812,0.098381365,-0.000318612,-0.12961731,21.30429235,47.92282232,122.1112798,1848.096232,2.11E-06,34.58121107,156.6924909,2.91E-06,8.921199752,35.06542603,0.814900716,1.714801657,0.028198922,2.658309086,0.953920262,2.831898675,0.262514721,0.014366498
Experiment,,1,1,431,2.975297502,0.661011437,-4.821139157,-2.904780481,-2.846939904,-1.207647657,5581.300259,1.395259509,6.266528242,0.894327132,2.031081609,10.13942099,0.770217616,0.697370834,0.697370834,0.001594382,0.000196975,5.044251643,9.484930714,0.414596919,2.511197627,3.639416233,2.74769341,0.355838304,0.344160514,1.271897551,0.162826692,4.363769182,0.000227302,1.234939106,20496.35556,0.331547825,0.181695113,0.174882177,0.829358158,2.912501661,1.32662387,0.022080235,0.228938458,0.200463517,2.694522466,4.519981663,3913.319125,0.000437775,-0.140247604,0.093092545,270.032993,270.032993,-3.117006958,0.716072311,-11.25678961,1.101434977,0.942652069,1.00967204,1.829995474,0.745430376,1.532093655,1.524951292,2.056526983,7.190748956,0.755696927,0.076368353,-0.004355091,-0.147235818,20.87307427,57.45780924,101.7128985,2088.25109,3.52E-06,12.6378336,114.3507321,2.33E-06,3.120540413,40.09136182,0.706876568,1.682772275,0.081435147,3.407362762,0.389366235,2.779247905,0.056842183,0.009887793
Experiment,,1,1,432,2.132242939,0.60563835,-4.621778379,-2.95500396,-2.100860233,-0.915903538,5878.728675,3.478235251,2.850490562,0.195792305,1.067324324,11.75780202,0.468955709,0.586314023,0.586314023,0.001758422,0.000160451,5.784384369,4.86206929,2.242707137,2.790051139,40.78654243,0.24517891,0.137945937,0.224032722,0.827947014,0.318083011,2.840957683,0.000328699,1.685126498,10586.74495,0.439524887,1.915862933,0.597362433,0.660772586,2.530698497,1.965897508,0.027475628,0.201199678,0.022277662,1.225104955,7.477252924,3746.009484,0.000810741,-0.351204465,0.026155933,255.857606,255.857606,-17.29239401,0.352750004,-26.75238475,1.254286229,1.490874714,1.115606144,2.041486825,0.843046495,1.837155831,1.824730457,2.340244374,0.657945933,0.44587574,0.113716383,0.005646749,-0.114190242,20.51504148,42.05838101,121.2237973,2272.007778,4.85E-06,24.18281661,145.4066139,1.58E-06,5.322621014,38.41868806,0.830907137,1.144499599,0.049044145,4.222466599,1.05695594,2.468701912,0.050012541,0.007253448
Experiment,,1,1,433,2.72950227,0.572534424,-5.289003514,-2.843815025,-1.936072824,-0.882127433,15581.25448,1.790209132,2.764200326,0.388841446,1.896208301,9.094187728,0.584137931,1.281459992,1.281459992,0.001246299,0.000795243,4.42441998,4.53567985,1.63961737,3.298472967,8.228764188,1.21524931,0.264254533,0.486241496,1.796979443,0.074380562,7.663592566,0.000177116,1.657053564,28920.54431,0.93937619,0.858720124,0.854345231,0.560131608,2.299823561,0.721709491,0.054032875,0.210845941,0.080881494,3.390382173,8.553282336,800.9406424,0.000122633,-0.187381888,0.078136837,266.9465638,266.9465638,-6.203436241,0.691145439,-13.59488784,0.968771282,0.500722777,1.370185714,2.037219773,1.253910235,1.62854888,1.747732645,0.855001972,6.083040105,0.888786393,0.059857575,-0.000769636,-0.153837513,22.09960235,63.57246428,134.3667758,2179.3092,2.41E-06,38.61772217,172.9844979,2.73E-06,7.729333074,39.20690986,0.697568765,0.947686998,0.052405964,1.487224776,1.40875926,3.819690982,0.294126087,0.014516025
Experiment,,1,1,434,2.160748308,0.540995248,-5.370800414,-3.168660649,-1.789668711,-0.735535994,32043.0058,3.733511295,8.315034314,0.216757947,0.51278207,12.2163478,0.566248693,0.481593527,0.481593527,0.001539839,0.000227619,4.338112929,3.150156944,1.570196232,3.411924993,32.98268239,0.30318941,0.377179477,0.348448203,1.28774336,0.145354418,3.828351521,0.000349317,1.781686106,8982.754809,0.472136957,1.293230355,0.391195185,0.979221137,2.791819663,1.589464421,0.01491508,0.330136472,0.209777675,3.697737351,7.033317292,4027.032523,0.000383308,-0.357766149,0.024073911,266.3340828,266.3340828,-6.815917232,0.676692821,-14.36021845,0.848719813,0.972276289,1.548280476,1.405348298,0.224073405,1.961277251,1.664037184,2.379698597,1.299904907,0.9482643,0.114499515,-0.006510622,-0.125864422,20.82049368,47.06246447,130.0057592,2188.687168,3.68E-06,50.10999432,180.1157535,2.29E-06,7.009018311,32.36969045,0.868530774,1.339609902,0.057229894,4.082106867,3.098720358,1.093031497,0.576047901,0.013860827
Experiment,,1,1,435,2.50618141,0.620548412,-4.89025033,-3.271784623,-3.191324168,-1.165074422,4414.981776,1.159899708,6.129928167,0.417471637,1.576014234,5.602596659,0.841142305,1.465637746,1.465637746,0.001232086,0.000761258,5.408762153,1.446970029,1.618924101,2.746237728,31.56920354,0.316764406,0.026558182,0.411035392,1.519043838,0.146318686,2.144484594,0.000341993,1.359583445,14892.82265,0.997511934,0.294723269,0.915445,0.325008103,2.543500411,1.813131491,0.054578106,0.179202315,0.057413019,0.88014504,6.929624584,5541.762215,0.00024626,-0.220550347,0.067612485,248.054684,248.054684,-25.09531604,0.130774433,-34.79261495,1.244314106,3.19984823,0.269846622,0.996051535,0.632062118,1.452565936,1.659017787,1.269769233,4.274785575,0.511272602,0.046719533,-0.005495126,-0.166669174,17.30825777,52.62748101,102.2254252,2299.637095,3.80E-06,34.39787213,136.6232973,2.74E-06,8.545462792,39.68370717,0.803627265,0.95363513,0.071711442,0.301774502,3.383654654,2.816644386,0.053203126,0.01347012
Experiment,,1,1,436,2.045104047,0.524396547,-4.627919557,-2.933538934,-2.108456188,-0.897500526,11681.84286,2.438567685,5.118415626,0.40372702,2.226523863,3.245095967,0.645141424,1.865681774,1.865681774,0.001329876,0.000385163,1.320401613,6.701863093,2.330550092,2.528586122,9.335669643,1.07116044,0.358824466,0.149261997,0.551620423,0.075398522,2.931867772,0.000480181,1.177163515,6228.011013,0.325231884,1.12571388,0.988967182,0.569584898,2.959962753,1.943560346,0.041901439,0.224387535,0.046401519,0.47994316,6.896810482,2088.333839,0.000667557,-0.197518721,0.07492042,247.0678904,247.0678904,-26.08210955,0.741983594,-28.47644984,1.069556258,1.3655531,1.147468301,2.1746416,0.726609082,0.739783884,0.96979134,1.689678067,1.02215305,0.534427874,0.091052396,0.004881038,-0.128939633,19.05598812,58.83728401,136.6493024,1810.570271,2.97E-06,62.64993654,199.299239,2.43E-06,8.236715214,35.2806835,0.943046148,1.099899489,0.020215166,1.614658462,2.130523907,2.622588495,0.241003299,0.007777907
Experiment,,1,1,437,1.970999136,0.392504932,-5.052487956,-2.886241641,-1.710633419,-0.728677156,7022.400411,3.008916721,1.481521535,0.728442001,1.838349376,4.911041511,0.410636752,1.076465582,1.076465582,0.001015115,0.000667117,5.911886983,3.315302987,0.25887562,1.821331609,37.67010328,0.265462506,0.315554076,0.116689907,0.43124531,0.2344636,5.127571256,0.000216247,1.654252857,15212.57263,0.75747906,1.158889657,0.478487734,0.869855586,3.067592574,0.478403439,0.035368327,0.135159568,0.460706989,1.422722077,9.311474497,1835.664546,0.000531404,-0.265649502,0.053302523,265.2144121,265.2144121,-7.935587878,0.520518656,-18.56353479,0.755617211,3.233562077,1.117889071,1.213131449,0.610627569,1.423628419,1.414751602,0.78438532,7.601812027,0.859021623,0.051544349,0.00322228,-0.154974857,22.48737302,64.95147036,112.060218,2132.411567,1.49E-06,31.54863706,143.608855,4.30E-06,9.275025576,29.21967808,0.806094851,1.432674198,0.055264189,2.240896641,3.288595333,1.857394443,0.347492052,0.016029915
